id,species,species__colour,species_abbv,species_abbv__colour,species_gp__autocolour,S_SC_STc__autocolour,SC__autocolour,ST__autocolour,plate_type__autocolour,group_summary__autocolour,group_summary_l2__autocolour,virulence_score__autocolour,resistance_score__autocolour,num_resistance_classes__autocolour,num_resistance_genes__autocolour,Yersiniabactin__autocolour,YbST__autocolour,Colibactin__autocolour,CbST__autocolour,Aerobactin__autocolour,AbST__autocolour,Salmochelin__autocolour,SmST__autocolour,rmpA__autocolour,rmpA2__autocolour,wzi__autocolour,K_locus__autocolour,K_locus_problems__autocolour,K_locus_confidence__autocolour,K_locus_identity__autocolour,K_locus_missing_genes__autocolour,O_locus__autocolour,O_locus_problems__autocolour,O_locus_confidence__autocolour,O_locus_identity__autocolour,O_locus_missing_genes__autocolour,Chr_ST__autocolour,iucA__autocolour,iucB__autocolour,iucC__autocolour,iucD__autocolour,iutA__autocolour,iroB__autocolour,iroC__autocolour,iroD__autocolour,iroN__autocolour,AGly__autocolour,Col__autocolour,Fcyn__autocolour,Flq__autocolour,Gly__autocolour,MLS__autocolour,Ntmdz__autocolour,Phe__autocolour,Rif__autocolour,Sul__autocolour,Tet__autocolour,Tgc__autocolour,Tmt__autocolour,Omp__autocolour,Bla__autocolour,Bla_Carb__autocolour,Bla_ESBL__autocolour,Bla_ESBL_inhR__autocolour,Bla_broad__autocolour,Bla_broad_inhR__autocolour,Amikacin_int__autocolour,Amoxicillin_clavulanic_acid_int__autocolour,Ampicillin_int__autocolour,Aztreonam_int__autocolour,Cefalexin_int__autocolour,Cefepime_int__autocolour,Cefixime_int__autocolour,Cefotaxime_int__autocolour,Cefoxitin_int__autocolour,Ceftazidime_int__autocolour,Ceftriaxone_int__autocolour,Cefuroxime_int__autocolour,Ciprofloxacin_int__autocolour,Colistin_int__autocolour,Ertapenem_int__autocolour,Fosfomycin_G6P_int__autocolour,Gentamicin_int__autocolour,Imipenem_int__autocolour,Levofloxacin_int__autocolour,Mecillinam_int__autocolour,Meropenem_int__autocolour,Nalidixic_acid_int__autocolour,Nitrofurantoin_int__autocolour,Norfloxacin_int__autocolour,Piperacillin_int__autocolour,Piperacillin_tazobactam_int__autocolour,Temocillin_int__autocolour,Ticarcillin_clavulanic_acid_int__autocolour,Tigecycline_int__autocolour,Tobramycin_int__autocolour,Trimethoprim_int__autocolour,Trimethoprim_sulfamethoxazole_int__autocolour,SAMPLE_DATE__autocolour,year,month,day,GROUP__autocolour,ENVIRONMENTAL_GROUP__autocolour,place_sampling__autocolour,ORIGIN__autocolour,specific_group__autocolour,ASSOCIATED_GROUP__autocolour,ASSOCIATED_SPECIES__autocolour,GENERAL_ISOLATION_SOURCE__autocolour,TYPE__autocolour,IN_OUT__autocolour,SAMPLE_TYPE__autocolour,SAMPLE_DESCRIPTION__autocolour
SPARK_2205_C2,Klebsiella michiganensis,#F4D503,K.mic,#F4D503,K.oxy SPEC,K.mic_SC9_NA,SC9,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL70,+,Good,99.45%,NA,O1v1,?-+*,Low,73.01%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY1-5*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,I,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_18,Pavia_province,farm_12,water,NA,water,water,NA,water,ditch
SPARK_2206_C1,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC2_NA,SC2,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,wzi531,KL74,?+,Good,99.41%,NA,OL104,?,Good,98.96%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-8*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,I,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_8,Pavia_province,farm_9,water,NA,water,water,NA,water,rice_field
SPARK_2207_C1,Klebsiella ornithinolytica,#8F9D04,K.orn,#8F9D04,K.orn SPEC,K.orn_SC13_NA,SC13,NA,SCAI,water - environment,water,1,0,0,1,ybt unknown,0,-,0,-,0,-,0,-,-,wzi148,KL72,+,Good,99.40%,NA,O2v1,-+*,None,72.65%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ORN1a*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_90,Pavia_province,hospital_5,water,NA,water,water,NA,water,ditch
SPARK_2207_C2,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC2_NA,SC2,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,wzi531,KL74,?+,Good,99.36%,NA,OL104,none,Very high,99.05%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-8*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,I,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_90,Pavia_province,hospital_5,water,NA,water,water,NA,water,ditch
SPARK_2208_C1,Klebsiella planticola,#74D2C7,K.pla,#74D2C7,K.orn SPEC,K.pla_SC56_NA,SC56,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL17,?-+*,None,75.01%,"KL17_02_cpsACP,KL17_05_wzb,KL17_07_wzy,KL17_08_wctR,KL17_09_wctS,KL17_10_wctT,KL17_11_wctU,KL17_12_wcaJ,KL17_13_wcmZ,KL17_14_wzx",O12,-+*,Low,75.19%,"O12_05_wbbL,O12_08_wbbB",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PLA2a*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,I,S,ND,I,S,S,S,S,2018-05-06,2018,05,06,ENVIRONMENTAL,water,Pavia_province_60,Pavia_province,Pavia_province_60,water,NA,water,water,NA,water,pond
SPARK_2208_C2,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC2_NA,SC2,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,wzi531,KL74,?,Good,99.44%,NA,OL104,none,Very high,99.13%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-8*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,I,S,ND,S,S,S,S,S,2018-05-06,2018,05,06,ENVIRONMENTAL,water,Pavia_province_60,Pavia_province,Pavia_province_60,water,NA,water,water,NA,water,pond
SPARK_2209_C1,Klebsiella michiganensis,#F4D503,K.mic,#F4D503,K.oxy SPEC,K.mic_SC5_NA,SC5,NA,SCAI,water - farm,water,0,0,1,2,-,0,-,0,-,0,-,0,-,-,-,KL109,-+*,Good,93.28%,KL109_02_cpsACP,O1v1,?-+*,Good,72.33%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,Aph3-Ia^,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY1-3*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,S,S,ND,ND,ND,S,S,ND,S,ND,S,S,S,S,S,2018-04-23,2018,04,23,ENVIRONMENTAL,water,Pavia_province_2,farm,farm_1,water,NA,water,water,NA,water,irrigation_ditch
SPARK_220_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC3_ST512,SC3,ST512,diagnostic,human - hospital carriage,human,0,2,8,10,-,0,-,0,-,0,-,0,-,-,wzi154,KL107,none,Very high,100.00%,NA,O2v2,none,Very high,98.36%,NA,ST512,-,-,-,-,-,-,-,-,-,Aac6-Ib;AadA2^;Aph3-Ia^,-,-,GyrA-83I;ParC-80I,-,MphA,-,CatA1^,-,SulI,-,-,DfrA12,OmpK35-25%;OmpK36GD,OXA-9*;TEM-1D^,KPC-3,-,-,SHV-11,-,R,R,R,ND,ND,R,ND,R,ND,R,ND,R,R,S,R,S,I,R,R,ND,R,ND,ND,ND,R,R,ND,ND,I,R,ND,R,2017-08-22,2017,08,22,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,inpatient,rectal_swab,NA
SPARK_2210_C1,Klebsiella planticola,#74D2C7,K.pla,#74D2C7,K.orn SPEC,K.pla_SC57_NA,SC57,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL17,?-+*,None,74.58%,"KL17_02_cpsACP,KL17_05_wzb,KL17_07_wzy,KL17_08_wctR,KL17_09_wctS,KL17_10_wctT,KL17_11_wctU,KL17_12_wcaJ,KL17_13_wcmZ,KL17_14_wzx",O12,-+*,Good,74.16%,"O12_05_wbbL,O12_08_wbbB",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,PLA1a*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,ND,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_8,Pavia_province,farm_9,water,NA,water,water,NA,water,ditch
SPARK_2211_C1,Klebsiella ornithinolytica,#8F9D04,K.orn,#8F9D04,K.orn SPEC,K.orn_SC109_NA,SC109,NA,SCAI,water - environment,water,1,0,0,1,ybt unknown,0,-,0,-,0,-,0,-,-,-,KL6,-+*,Good,88.03%,KL6_02_cpsACP,O2v1,-+*,None,72.66%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ORN1a*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,ND,S,ND,S,ND,ND,ND,S,S,ND,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_8,Pavia_province,farm_9,water,NA,water,water,NA,water,ditch
SPARK_2212_C1,Klebsiella ornithinolytica,#8F9D04,K.orn,#8F9D04,K.orn SPEC,K.orn_SC110_NA,SC110,NA,SCAI,water - environment,water,1,0,0,1,ybt unknown,0,-,0,-,0,-,0,-,-,-,KL52,-+*,Good,92.68%,KL52_02_cpsACP,O2v1,-+*,None,72.65%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ORN1a,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,ND,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_8,Pavia_province,farm_9,water,NA,water,water,NA,water,ditch
SPARK_2212_C2,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC55_NA,SC55,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL74,none,Very high,99.51%,NA,OL104,+,Low,99.20%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-7*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,R,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_8,Pavia_province,farm_9,water,NA,water,water,NA,water,ditch
SPARK_2213_C1,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC2_NA,SC2,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,wzi531,KL74,?+,Good,99.35%,NA,OL104,?,Good,99.14%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-8*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,ND,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_8,Pavia_province,farm_9,water,NA,water,water,NA,water,ditch
SPARK_2214_C1,Klebsiella michiganensis,#F4D503,K.mic,#F4D503,K.oxy SPEC,K.mic_SC6_NA,SC6,NA,SCAI,water - environment,water,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL102,-+*,Good,90.22%,KL102_02_cpsACP,O2v1,?-+*,Low,73.21%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY1-3,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,ENVIRONMENTAL,water,Pavia_province_8,Pavia_province,farm_9,water,NA,water,water,NA,water,ditch
SPARK_2215_C1,Klebsiella michiganensis,#F4D503,K.mic,#F4D503,K.oxy SPEC,K.mic_SC24_NA,SC24,NA,SCAI,dog,other mammals,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL102,-+*,Good,90.22%,KL102_02_cpsACP,O1v1,?-+*,Low,73.22%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY5-1*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,ND,S,ND,S,S,S,S,S,2018-05-12,2018,05,12,ANIMAL,NA,Pavia_province_1,domesticated_animal,veterinary_clinic_2,mammal,dog,dog,companion animal,NA,rectal_swab,dog
SPARK_2216_C1,Klebsiella michiganensis,#F4D503,K.mic,#F4D503,K.oxy SPEC,K.mic_SC24_NA,SC24,NA,SCAI,dog,other mammals,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL102,-+*,Good,90.22%,KL102_02_cpsACP,O1v1,?-+*,Low,73.22%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY5-1*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,ND,S,ND,S,S,S,S,S,2018-05-12,2018,05,12,ANIMAL,NA,Pavia_province_1,domesticated_animal,veterinary_clinic_2,mammal,dog,dog,companion animal,NA,rectal_swab,dog
SPARK_2217_C1,Klebsiella michiganensis,#F4D503,K.mic,#F4D503,K.oxy SPEC,K.mic_SC24_NA,SC24,NA,SCAI,other mammals,other mammals,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL102,-+*,Good,90.22%,KL102_02_cpsACP,O1v1,?-+*,Low,73.22%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY5-1*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,I,S,ND,S,S,S,S,S,2018-05-03,2018,05,03,ANIMAL,NA,Pavia_province_1,domesticated_animal,veterinary_clinic_2,mammal,hare,hare,companion animal,NA,rectal_swab,hare
SPARK_2218_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC14_ST15,SC14,ST15,SCAI,dog,other mammals,1,1,3,3,ybt 10; ICEKp4,17,-,0,-,0,-,0,-,-,wzi93,KL112,none,Very high,98.65%,NA,O1v1,none,Very high,98.52%,NA,ST15,-,-,-,-,-,-,-,-,-,-,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,-,-,CatB4,-,-,-,-,-,-,OXA-1*;SHV-28^,-,CTX-M-15,-,-,-,S,R,R,R,R,R,R,NA,ND,R,R,R,R,S,S,S,S,S,R,R,S,ND,R,R,R,S,ND,R,I,R,S,S,2018-05-12,2018,05,12,ANIMAL,NA,Pavia_province_1,domesticated_animal,veterinary_clinic_2,mammal,dog,dog,companion animal,NA,rectal_swab,dog
SPARK_2219_C1,Klebsiella grimontii,#F60CCA,K.gri,#F60CCA,K.oxy SPEC,K.gri_SC7_NA,SC7,NA,SCAI,pig,other mammals,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL103,-+*,None,75.65%,"KL103_02_cpsACP,KL103_08_wcaA,KL103_09,KL103_10,KL103_11_wcaN,KL103_12_wzy,KL103_13_wcpL,KL103_14_wcuT,KL103_15_wzx",O1v1,-+*,Good,72.28%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY6-1,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-14,2018,05,14,ANIMAL,NA,Pavia_province_40,farm,farm_18,mammal,pig,pig,livestock,NA,rectal_swab,pig
SPARK_221_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC104_ST1486,SC104,ST1486,SCAI,water - river,water,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi281,KL38,none,Very high,99.68%,NA,O3b,none,Very high,99.14%,NA,ST1486,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-26*,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,S,S,ND,S,S,S,S,S,2017-08-09,2017,08,09,ENVIRONMENTAL,water,Pavia_province_1,Pavia_city,farm_24,water,NA,water,water,NA,water,river_Naviglio_viale_Venezia
SPARK_221_C2,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC76_ST870,SC76,ST870,SCAI,water - river,water,0,0,1,1,-,0,-,0,-,0,-,0,-,-,wzi137,KL17,none,Very high,99.98%,NA,O1v1,none,Very high,98.02%,NA,ST870,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,TetD,-,-,-,SHV-28*,-,-,-,-,-,S,R,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,R,S,R,R,ND,R,S,S,S,S,2017-08-09,2017,08,09,ENVIRONMENTAL,water,Pavia_province_1,Pavia_city,farm_24,water,NA,water,water,NA,water,river_Naviglio_viale_Venezia
SPARK_2220_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC5_ST661,SC5,ST661,SCAI,pig,other mammals,0,1,1,0,-,0,-,0,-,0,-,0,-,-,wzi211,KL109,none,Very high,99.70%,NA,O2v2,none,Very high,98.43%,NA,ST661,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-27,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,S,S,ND,ND,ND,ND,S,ND,S,ND,S,S,S,S,S,2018-05-14,2018,05,14,ANIMAL,NA,Pavia_province_40,farm,farm_18,mammal,pig,pig,livestock,NA,rectal_swab,pig
SPARK_2221_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC43_ST432,SC43,ST432,SCAI,pig,other mammals,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi11,KL11,*,High,92.42%,NA,O3/O3a,*,Very high,95.60%,NA,ST432,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-60,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-14,2018,05,14,ANIMAL,NA,Pavia_province_40,farm,farm_18,mammal,pig,pig,livestock,NA,rectal_swab,pig
SPARK_2222_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC43_ST432,SC43,ST432,SCAI,pig,other mammals,0,0,1,0,-,0,-,0,-,0,-,0,-,-,wzi11,KL11,*,High,92.42%,NA,O3/O3a,*,Very high,95.60%,NA,ST432,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-60,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,ND,S,S,ND,S,ND,ND,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-14,2018,05,14,ANIMAL,NA,Pavia_province_40,farm,farm_18,mammal,pig,pig,livestock,NA,rectal_swab,pig
SPARK_2223_C1,Klebsiella grimontii,#F60CCA,K.gri,#F60CCA,K.oxy SPEC,K.gri_SC5_NA,SC5,NA,SCAI,pig,other mammals,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL116,?-+*,None,82.49%,"KL116_02_cpsACP,KL116_14_wzy,KL116_17_wcpG,KL116_19_manC,KL116_20_manB",O1v1,?-+*,Good,72.21%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY6-1,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-14,2018,05,14,ANIMAL,NA,Pavia_province_40,farm,farm_18,mammal,pig,pig,livestock,NA,rectal_swab,pig
SPARK_2224_C1,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC9_NA,SC9,NA,SCAI,pig,other mammals,0,0,0,1,-,0,-,0,-,0,-,0,-,-,-,KL26,?-+*,None,85.29%,"KL26_09_wcuC,KL26_10_wcuD,KL26_13_wcuU,KL26_15_wctD,KL26_17_wcuL",OL104,none,Very high,99.07%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-10*,-,-,-,-,-,S,S,R,S,S,S,S,NA,ND,S,S,S,S,S,S,S,S,S,S,ND,S,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-14,2018,05,14,ANIMAL,NA,Pavia_province_40,farm,farm_18,mammal,pig,pig,livestock,NA,rectal_swab,pig
SPARK_2225_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC241_ST442,SC241,ST442,SCAI,human - hospital carriage,human,0,0,0,0,-,0,-,0,-,0,-,0,-,-,wzi154,KL107,none,Very high,99.97%,NA,O2v2,none,Very high,98.38%,NA,ST442,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-110,-,-,-,-,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,ND,S,S,S,S,ND,ND,ND,ND,S,ND,S,ND,S,S,S,S,S,2018-05-12,2018,05,12,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_2225_C2,Klebsiella ornithinolytica,#8F9D04,K.orn,#8F9D04,K.orn SPEC,K.orn_SC111_NA,SC111,NA,SCAI,human - hospital carriage,human,1,0,0,1,ybt unknown,0,-,0,-,0,-,0,-,-,-,KL8,-+*,Good,91.41%,KL8_02_cpsACP,O2v1,-+*,None,72.62%,"O1/O2v1_03_wbbM,O1/O2v1_05_wbbN,O1/O2v1_06_wbbO,O1/O2v1_07_kfoC",NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ORN1a*,-,-,-,-,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,S,R,S,S,S,ND,S,ND,S,S,I,S,ND,S,I,S,S,S,2018-05-12,2018,05,12,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_2226_C1,Klebsiella oxytoca,#40DE05,K.oxy,#40DE05,K.oxy SPEC,K.oxy_SC56_NA,SC56,NA,SCAI,human - hospital carriage,human,0,0,0,1,-,0,-,0,-,0,-,0,-,-,wzi531,KL74,?,Good,99.35%,NA,OL104,?,Good,99.11%,NA,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,OXY2-2,-,-,-,-,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,ND,S,S,S,S,ND,ND,ND,ND,S,ND,S,ND,S,S,S,S,S,2018-05-10,2018,05,10,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_2226_C2,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC242_ST315,SC242,ST315,SCAI,human - hospital carriage,human,0,0,0,0,-,0,-,0,-,0,-,0,-,-,wzi27,KL27,none,Very high,99.99%,NA,O2v2,none,Very high,98.43%,NA,ST315,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-187*,-,-,-,-,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,ND,R,S,S,S,ND,ND,ND,S,S,S,S,ND,S,S,S,S,S,2018-05-10,2018,05,10,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
SPARK_2227_C1,Klebsiella pneumoniae,#2685FC,K.pne,#2685FC,K.pne SPEC,K.pne_SC86_ST301,SC86,ST301-1LV,SCAI,human - hospital carriage,human,0,1,1,0,-,0,-,0,-,0,-,0,-,-,wzi216,KL119,none,Very high,99.98%,NA,O4,none,Very high,99.98%,NA,ST301-1LV,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,SHV-27,-,-,-,S,S,R,S,S,S,S,ND,ND,S,S,S,S,S,ND,S,S,S,S,ND,ND,ND,ND,S,ND,S,ND,S,S,S,S,S,2018-05-11,2018,05,11,HUMAN,NA,NA,hospital,hospital_1,mammal,human,human,human hospital,outpatient,feces,NA
