Accession,Sample_id,Country,Year,Species,ST,virulence_score,resistance_score,num_resistance_classes,num_resistance_genes,Yersiniabactin,ybt_context,Colibactin,Aerobactin,iuc,Salmochelin,iro,rmpA,rmpA2,peg-344_id,peg-344-cov,peg-344,AGly,Col,Fcyn,Flq,Gly,MLS,Ntmdz,Phe,Rif,Sul,Tet,Tmt,Bla,Bla_Carb,Bla_ESBL,Bla_broad,Bla_broad_inhR,Kaptive_best_match_Klocus,Kaptive_Klocus_match_confidence,wzi,wzi_predicted_Klocus,final_KLocus_call,Kaptive_best_match_Olocus,Kaptive_Olocus_match_confidence,Final_OLocus_call,Predicted_O_type,100_SNV_cluster,multi_country_100_SNV_cluster,25_SNV_cluster,isolation_source
ERS1867450,V11,Hong Kong,2016,Klebsiella variicola,ST347-2LV,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,LEN-24*;AmpH*,-,-,-,-,KL7,Good,161*,na,KL7,O3/O3a,Good,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS1867451,V12,Hong Kong,2016,Klebsiella pneumoniae,ST1446,0,1,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,SHV-27,-,-,KL39,Good,39,na,KL39,O3b,Good,O3b,O3b,not_tested,na,not_tested,blood
ERS1867452,V13,Hong Kong,2016,Klebsiella pneumoniae,ST86,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-132,-,-,-,-,KL2,Very high,2,na,KL2,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS1867453,V14,Hong Kong,2016,Klebsiella pneumoniae,ST484-3LV,0,0,1,2,0,na,0,0,none,none,0,-,-,-,-,0,AadA1-pm*?;Sat-2A,-,-,-,-,-,-,-,-,-,-,-,SHV-132;AmpH*,-,-,-,-,KL125,High,86*,na,KL125,O5,High,O5,O5,not_tested,na,not_tested,blood
ERS1867454,V15,Hong Kong,2016,Klebsiella pneumoniae,ST1317,0,0,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11*,-,KL9,Very high,9,na,KL9,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS1867455,V16,Hong Kong,2016,Klebsiella pneumoniae,ST20,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-1,-,KL102,Very high,173,na,KL102,O2v2,Very high,O2v2,O2,singleton,no,singleton,blood
ERS1867456,V17,Hong Kong,2016,Klebsiella pneumoniae,ST29-1LV,1,0,0,0,1, plasmid,0,0,none,iro 1,1,rmpA_2(KpVP-1),-,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,SHV-187;AmpH*,-,-,-,-,KL54,Very high,115,na,KL54,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS1867457,V18,Hong Kong,2016,Klebsiella pneumoniae,ST1035,0,1,9,2,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,CTX-M-3,-,TEM-30*,KL57,Good,116,na,KL57,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS1867458,V19,Hong Kong,2016,Klebsiella pneumoniae,ST35,4,0,2,2,1, ICEKp12,0,1,iuc 3,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,TetA,-,AmpH*,-,-,SHV-33,-,KL62,Very high,323,na,KL62,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS1867459,V20,Hong Kong,2016,Klebsiella pneumoniae,ST107,0,1,10,15,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*;StrB;StrA*;Aac3-IId*,-,-,Qnr-S1,-,MphA*,-,FloR,Arr3,SulI;SulII*,TetA?,DfrA27,AmpH*,-,CTX-M-3,SHV-1,TEM-30*,KL103,Very high,74,na,KL103,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS1867460,V21,Hong Kong,2016,Klebsiella pneumoniae,ST1613,0,1,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,SHV-38,-,-,KL12,Very high,240,na,KL12,OL103,High,OL103,OL103,not_tested,na,not_tested,blood
ERS1867461,V22,Hong Kong,2016,Klebsiella pneumoniae,ST592,3,0,1,1,0,na,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,-,SHV-26,KL57,Good,206,na,KL57,O3b,Good,O3b,O3b,singleton,no,singleton,blood
ERS1867462,V23,Hong Kong,2016,Klebsiella variicola,ST615-3LV,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,LEN-24*;AmpH*,-,-,-,-,KL109,Good,211*,na,KL109,OL101,None,unknown,unknown,not_tested,na,not_tested,blood
ERS1867463,V24,Hong Kong,2016,Klebsiella pneumoniae,ST1049,1,0,0,0,1, ICEKp1,0,0,none,iro 3,1,rmpA_11(ICEKp1),-,95.21,99.45,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-142,-,-,-,-,KL5,Very high,208,na,KL5,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS1867464,V25,Hong Kong,2016,Klebsiella pneumoniae,ST15,1,0,6,10,1, ICEKp4,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aph3-Ia*,-,-,GyrA-83F;GyrA-87A;ParC-80I,-,MphA,-,-,-,SulII,TetA,-,AmpH*;SHV-28,-,-,-,TEM-30*,KL24,Perfect,24,na,KL24,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS2201535,KPN238,Cambodia,2014,Klebsiella pneumoniae,ST17-1LV,0,1,7,19,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;AadA1-pm*?;Aac3-IId*;Aph3-Ia;AadA16*?,-,-,Qnr-S1;QnrB17*,-,MphA,-,CatA2*,Arr3,SulII*;SulI,TetA,DfrA27;DfrA15b*,LAP-2;AmpH*,-,CTX-M-15;CTX-M-14,TEM-135*; SHV-11,-,KL122,Good,360*,na,KL122,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS2201555,KPN236,Cambodia,2014,Klebsiella pneumoniae,ST20,0,1,1,9,0,na,0,0,none,none,0,-,-,-,-,0,StrB*;StrA*,-,-,Qnr-S1,-,-,-,CatA1*,-,SulII,TetD,DfrA5;DfrA14,SHV-187;AmpH*;LAP-2*?,-,CTX-M-14,-,-,KL28,None,84,KL28,KL28,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2201575,KPN240,Cambodia,2014,Klebsiella pneumoniae,ST17,0,1,4,11,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IId*;AadA16*?,-,-,QnrB17*,-,MphA,-,-,Arr3,SulI,TetA,DfrA27;DfrA1,AmpH*,-,CTX-M-15,TEM-135*; SHV-11,-,KL25,Good,141,na,KL25,O5,High,O5,O5,singleton,no,singleton,blood
ERS2201629,KPN239,Cambodia,2014,Klebsiella pneumoniae,ST101,0,1,7,8,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*,-,-,QnrB1?,-,-,-,-,-,SulII,-,DfrA14,SHV-1;AmpH*;OXA-1,-,CTX-M-15,-,TEM-30*,KL17,Very high,137,na,KL17,O1v1,Very high,O1v1,O1,1,yes,singleton,blood
ERS2201679,KPN241,Cambodia,2014,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1191,0,1,10,13,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*;Aac3-IId*,-,-,QnrB17*,-,MphA,-,CatA2*,Arr3,SulI;SulI,TetA,DfrA27,AmpH*,-,CTX-M-15,OKP-B-3*;TEM-135*,-,KL13,Good,242,na,KL13,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2201681,KPN237,Cambodia,2014,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1191,0,1,4,4,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IId*,-,-,Qnr-S1,-,-,-,-,-,-,-,-,AmpH*;LAP-2,-,CTX-M-14,OKP-B-3*,-,KL13,Good,242,na,KL13,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2201682,KPN242,Cambodia,2014,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1822,0,1,9,11,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*,-,-,QnrB17*,-,MphA,-,-,Arr3,SulI;SulI,TetA,DfrA27,AmpH*,-,CTX-M-15,OKP-B-18*?;TEM-135*,-,KL48,High,291,na,KL48,O5,High,O5,O5,not_tested,na,not_tested,blood
ERS2489004,160211-22349,Vietnam,2011,Klebsiella pneumoniae,ST15,1,0,5,8,1,unknown,0,0,none,none,0,-,-,-,-,0,Aph3-Ia*,-,-,QnrB4;ParC-80I;GyrA-83F;GyrA-87A,-,-,-,CatA2*,-,SulI,TetA,-,AmpH*;SHV-28;DHA-1,-,-,-,-,KL10,Very high,10,na,KL10,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS2489005,171011-17937,Vietnam,2011,Klebsiella pneumoniae,ST23,3,0,1,0,0,na,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_3*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Very high,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489006,180411-37385,Vietnam,2011,Klebsiella pneumoniae,ST218,4,0,0,0,1, ICEKp3,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),-,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-132,-,-,-,-,KL57,Good,77,na,KL57,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS2489007,180511-16668,Vietnam,2011,Klebsiella pneumoniae,ST35,4,0,4,4,1, ICEKp4,0,1,iuc 3,none,0,-,-,-,-,0,-,-,-,-,-,-,-,CatA2*,-,SulII,TetA,-,AmpH*,-,-,SHV-33,-,KL22,Very high,37,na,KL22,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS2489008,180613-14294 ,Vietnam,2013,Klebsiella pneumoniae,ST15,1,2,3,22,1,unknown,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;RmtB;Aph3-Ia*;AadA16*?,-,-,QepA2;QnrB17*;ParC-80I;GyrA-83Y;GyrA-87A,-,MphA,-,FloR*;CatB3*,Arr3,SulII;SulI,TetA?,DfrA23;DfrA27,AmpH*;SHV-28,OXA-48,CTX-M-15,-,TEM-30*,KL62,Very high,323,na,KL62,O1v1,Good,O1v1,O1,singleton,no,singleton,blood
ERS2489009,190212-30787 ,Vietnam,2012,Klebsiella quasipneumoniae subsp. similipneumoniae,ST283-1LV,0,1,3,3,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IId*,-,-,Qnr-S1,-,-,-,-,-,-,-,-,AmpH*;OKP-B-15*?;LAP-2,-,CTX-M-27,-,-,KL10,Good,443,na,KL10,O5,Good,O5,O5,not_tested,na,not_tested,blood
ERS2489010,190611-13201,Vietnam,2011,Klebsiella pneumoniae,ST39,0,0,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL23,Low,83,KL23,KL23,O1v2,Very high,O1v2,O1,not_tested,na,not_tested,blood
ERS2489011,201112-39229 ,Vietnam,2012,Klebsiella pneumoniae,ST37-1LV,0,0,5,6,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,-,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*,-,-,SHV-11,-,KL107,None,12,KL12,KL12,OL103,High,OL103,OL103,not_tested,na,not_tested,blood
ERS2489012,201213-39019 ,Vietnam,2013,Klebsiella pneumoniae,ST307,0,1,6,10,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?;ParC-80I;GyrA-83I,-,-,-,-,-,SulII,TetA,DfrA14,SHV-28;AmpH*;OXA-1,-,CTX-M-15,-,TEM-30*,KL102,Very high,173,na,KL102,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS2489013,201213-58969 ,Vietnam,2013,Klebsiella pneumoniae,ST16,1,1,8,20,1, ICEKp3,0,0,none,none,0,-,-,-,-,0,AadA16*;StrB;StrA*;Aac3-IId*;Aph3-Ia,-,-,QnrB17*;ParC-84K;GyrA-83F;GyrA-87N,-,MphA,-,CatA2*,Arr3,SulI;SulI;SulII*,TetA,DfrA27,AmpH*,-,CTX-M-15,SHV-1;TEM-135*,-,KL51,Good,50,na,KL51,O3b,Very high,O3b,O3b,20,no,singleton,blood
ERS2489014,210312-65635 ,Vietnam,2012,Klebsiella pneumoniae,ST420,4,0,1,1,1, ICEKp3,0,1,iuc 1,iro 1,1,rmpA_2*(KpVP-1),-,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-75,-,KL20,Good,95,na,KL20,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS2489015,210610-40713 ,Vietnam,2010,Klebsiella pneumoniae,ST15,0,1,7,13,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;Aac3-IIa*;Aph3-Ia*,-,-,QnrB1?;ParC-80I;GyrA-83F;GyrA-87A,-,-,-,-,-,SulII,TetA,DfrA14,AmpH*;SHV-28;OXA-1,-,CTX-M-15,-,TEM-30*,KL24,Good,24,na,KL24,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS2489017,220313-26139 ,Vietnam,2013,Klebsiella pneumoniae,ST147,0,0,10,15,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*?;StrB;StrA*,-,-,QnrB17*;ParC-80I;GyrA-83I,-,MphA,-,FloR,Arr3,SulI;SulI;SulII,TetA?,DfrA27,AmpH*,-,-,SHV-11,TEM-54*,KL107,None,230,KL81,KL81,OL102,None,unknown,unknown,not_tested,na,not_tested,blood
ERS2489018,220413-39441 ,Vietnam,2013,Klebsiella pneumoniae,ST25,4,0,8,13,1, ICEKp1,0,1,iuc 3,iro 3,1,rmpA_11(ICEKp1),-,95.21,99.45,1,AadA1-pm*;StrB;StrA*;Aac3-IId*,-,-,Qnr-S1,-,-,-,CmlA5*;FloR,Arr2,SulII,TetA?;TetD,DfrA14,AmpH*;LAP-2;OXA-10,-,-,SHV-11,-,KL2,Very high,72,na,KL2,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489019,220810-14414 ,Vietnam,2010,Klebsiella pneumoniae,ST25,3,0,1,0,0,na,0,1,iuc 1,iro 1,1,rmpA_2*(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL2,None,72,KL2,KL2,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489020,230411-40332,Vietnam,2011,Klebsiella pneumoniae,ST29,4,0,0,0,1, ICEKp3,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_3,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,SHV-187;AmpH*,-,-,-,-,KL54,Very high,115,na,KL54,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489021,240411-14788,Vietnam,2011,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,-,rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Good,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489022,240512-16460 ,Vietnam,2012,Klebsiella pneumoniae,ST23,3,0,1,0,0,na,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Very high,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489023,240611-15654,Vietnam,2011,Klebsiella pneumoniae,ST15,0,0,2,4,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IId*,-,-,ParC-80I;GyrA-83F;GyrA-87A,-,-,-,-,-,-,-,-,AmpH*;SHV-28,-,-,-,-,KL19,Good,19,na,KL19,O1v2,Perfect,O1v2,O1,singleton,no,singleton,blood
ERS2489024,021111-30040,Vietnam,2011,Klebsiella pneumoniae,ST45,0,0,5,6,0,na,0,0,none,none,0,-,-,-,-,0,AadA2*,-,-,-,-,-,-,-,-,SulII;SulI,TetA,DfrA12,AmpH*,-,-,SHV-1,-,KL62,Very high,149,na,KL62,O2v1,Very high,O2v1,O2,singleton,no,singleton,blood
ERS2489025,240713-62874 ,Vietnam,2013,Klebsiella variicola,ST2221,0,0,0,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;LEN-24*,-,-,-,-,KL20,Good,20,na,KL20,O3/O3a,Good,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489026,250210-16217 ,Vietnam,2010,Klebsiella pneumoniae,ST1263,0,1,9,2,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,Qnr-S1,-,-,-,-,-,-,-,-,AmpH*;LAP-2,-,CTX-M-27,-,-,KL10,Good,100,na,KL10,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489027,250411-14801,Vietnam,2011,Klebsiella quasipneumoniae subsp. quasipneumoniae,0,0,0,1,1,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,OKP-A-4*,-,KL142,High,293*,na,KL142,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489028,260610-38532 ,Vietnam,2010,Klebsiella pneumoniae,ST828,4,0,7,9,1, ICEKp1,0,1,iuc 3,iro 3,1,rmpA_11(ICEKp1),-,95.21,99.45,1,StrB;StrA*;AadA1-pm*?;AadA2*,-,-,Qnr-S1,-,-,-,CmlA1*,-,SulIII,TetA*,DfrA12,AmpH*;LAP-2,-,-,SHV-11,-,KL5,Good,5,na,KL5,O1v1,Very high,O1v1,O1,not_tested,na,not_tested,blood
ERS2489029,260813-39861 ,Vietnam,2013,Klebsiella pneumoniae,ST15,1,0,8,17,1,unknown,0,0,none,none,0,-,-,-,-,0,AadA16*;StrB;StrA*;Aac3-IId*;Aph3-Ia*?,-,-,QnrB4;QnrB17*;ParC-80I;GyrA-83F;GyrA-87A,-,MphA,-,CatA2*,Arr3,SulII*;SulI,TetA,DfrA27,AmpH*;SHV-28;DHA-1,-,-,-,-,KL10,Very high,10,na,KL10,O1v1,Very high,O1v1,O1,singleton,no,singleton,blood
ERS2489030,261210-64157 ,Vietnam,2010,Klebsiella pneumoniae,ST105,1,0,0,0,1,unknown,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,SHV-132;AmpH*,-,-,-,-,KL102,None,383,KL102,KL102,O2v2,Very high,O2v2,O2,not_tested,na,not_tested,blood
ERS2489031,270113-38673 ,Vietnam,2013,Klebsiella pneumoniae,ST152,0,0,6,11,0,na,0,0,none,none,0,-,-,-,-,0,Aph4-Ia;Aac3-Iva*?;AadA2*;Aph3-Ia*,-,-,Qnr-S1;ParC-80I;GyrA-83I,-,-,-,FloR*,-,SulII,TetA,DfrA12,AmpH*;SHV-132;LAP-2,-,-,-,-,KL105,None,124,KL105,KL105,O3b,Very high,O3b,O3b,singleton,no,singleton,blood
ERS2489032,270210-16361 ,Vietnam,2010,Klebsiella pneumoniae,ST86,4,0,0,0,1, ICEKp4?,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*;SHV-132,-,-,-,-,KL2,None,2,KL2KL30,unknown,O1v1,Very high,O1v1,O1,89,yes,singleton,blood
ERS2489033,280313-35165 ,Vietnam,2013,Klebsiella quasipneumoniae subsp. similipneumoniae,ST367,4,0,1,1,1, ICEKp3,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),-,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,OKP-B-9*,-,KL1,Good,233,na,KL1,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489034,290713-41317 ,Vietnam,2013,Klebsiella pneumoniae,ST15,0,2,7,16,0,na,0,0,none,none,0,-,-,-,-,0,RmtB;AphA6*?;StrB;StrA;Aac3-IId*,-,-,Qnr-S1;QepA;ParC-80I;GyrA-83F;GyrA-87A,-,-,-,CatA1*,-,SulII,TetD,-,AmpH*;SHV-28;LAP-2,NDM-1,CTX-M-15;CTX-M-14,-,-,KL19,Good,19,na,KL19,O1v2,Good,O1v2,O1,singleton,no,singleton,blood
ERS2489035,030911-40006,Vietnam,2011,Klebsiella pneumoniae,ST17,0,0,1,0,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,SHV-11,-,KL162,Reference strain,476*,na,KL162,OL102,None,unknown,unknown,25,no,35,blood
ERS2489036,010110-41626,Vietnam,2010,Klebsiella pneumoniae,ST2108,0,0,6,6,0,na,0,0,none,none,0,-,-,-,-,0,AadA16*,-,-,-,-,-,-,FloR*,Arr3,SulI,TetD*,DfrA27,SHV-132;AmpH*,-,-,-,-,KL31,None,31,KL31,KL31,O5,High,O5,O5,not_tested,na,not_tested,blood
ERS2489037,300712-14436 ,Vietnam,2012,Klebsiella quasipneumoniae subsp. similipneumoniae,ST414,0,1,7,8,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII,TetA,-,AmpH*,-,CTX-M-15,OKP-B-8,TEM-30*,KL123,Very high,44,na,KL123,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489038,301212-16345 ,Vietnam,2012,Klebsiella pneumoniae,ST437,0,2,9,11,0,na,0,0,none,none,0,-,-,-,-,0,Aac3-IId*,-,-,Qnr-S1;ParC-80I;GyrA-83I,-,-,-,CatB3*,Arr3,SulI,TetA,DfrA14,AmpH*;LAP-2;OXA-1;SHV-187*?,NDM-1,-,-,TEM-30*,KL163,Good,87*,na,KL163,O2v1,Very high,O2v1,O2,not_tested,na,not_tested,blood
ERS2489039,311213-59673,Vietnam,2013,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_5,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Low,1,KL1,KL1,O1v2,Good,O1v2,O1,singleton,no,singleton,blood
ERS2489040,010114-15345 ,Vietnam,2014,Klebsiella pneumoniae,ST34,0,0,4,5,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,Qnr-S1,-,-,-,-,-,SulI;SulI,TetA,DfrA1,AmpH*;SHV-186;DHA-1,-,-,-,-,KL22,None,37,KL22KL37,unknown,O2v1,Very high,O2v1,O2,not_tested,na,not_tested,blood
ERS2489041,030114-15490 ,Vietnam,2014,Klebsiella pneumoniae,ST25,4,0,7,9,1, ICEKp1,0,1,iuc 3,iro 3,1,rmpA_11(ICEKp1),-,95.21,99.45,1,StrB;StrA,-,-,Qnr-S1,-,-,-,FloR*,-,SulII;SulI,TetA,DfrA1,AmpH*;DHA-1;LAP-2?,-,-,SHV-11,-,KL2,Very high,72,na,KL2,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489042,060114-10767 ,Vietnam,2014,Klebsiella pneumoniae,ST1,0,2,8,14,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA*;RmtB;Aac3-IIa*,-,-,QepA2;ParC-80I;GyrA-83I,-,-,-,-,-,SulII,-,DfrA23;DfrA14,AmpH*,NDM-1,CTX-M-15;SHV-13*?,-,TEM-30*,KL45,None,45,KL45,KL45,O1v2,None,unknown,unknown,not_tested,na,not_tested,blood
ERS2489043,040513-14721 ,Vietnam,2013,Klebsiella pneumoniae,ST23,5,0,1,0,1, ICEKp10,1,1,iuc 1,iro 1,1,rmpA_2*(KpVP-1),rmpA2_9,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Good,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489044,250114-16988 ,Vietnam,2014,Klebsiella pneumoniae,ST1962,0,0,2,3,0,na,0,0,none,none,0,-,-,-,-,0,-,-,-,-,-,-,-,FloR,-,-,TetD;TetA?,-,SHV-110;AmpH*,-,-,-,-,KL149,None,110,KL149,KL149,O4,Very high,O4,O4,not_tested,na,not_tested,blood
ERS2489045,100314-15669 ,Vietnam,2014,Klebsiella pneumoniae,ST23,4,0,1,0,1, ICEKp3,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH,-,-,SHV-11,-,KL1,Very high,1,na,KL1,O1v2,Very high,O1v2,O1,singleton,no,singleton,blood
ERS2489046,110314-15769 ,Vietnam,2014,Klebsiella quasipneumoniae subsp. quasipneumoniae,ST446-3LV,0,0,6,6,0,na,0,0,none,none,0,-,-,-,-,0,AadA2,-,-,Qnr-S1,-,-,-,-,-,SulI*,TetA,DfrA1,AmpH*,-,-,OKP-A-5*,-,KL21,Good,444*,na,KL21,O3/O3a,Very high,O3/O3a,O3/O3a,not_tested,na,not_tested,blood
ERS2489047,120314-39454 ,Vietnam,2014,Klebsiella pneumoniae,ST29,1,1,8,8,1, ICEKp5,0,0,none,none,0,-,-,-,-,0,StrB;StrA*,-,-,QnrB1?,-,-,-,-,-,SulII?,TetA,DfrA14,SHV-187,-,CTX-M-15,-,TEM-30*,KL19,None,19,KL19,KL19,O1v2,Good,O1v2,O1,singleton,no,singleton,blood
ERS2489048,280314-17003 ,Vietnam,2014,Klebsiella pneumoniae,ST883-1LV,0,0,6,6,0,na,0,0,none,none,0,-,-,-,-,0,AadA2,-,-,Qnr-S1,-,-,-,FloR*;CmlA1*,-,-,TetA,-,AmpH*;LAP-2,-,-,SHV-71,TEM-30*,KL107,None,438*,unknown,KL107,O4,None,unknown,unknown,not_tested,na,not_tested,blood
ERS2489049,040812-14943 ,Vietnam,2012,Klebsiella pneumoniae,ST592,3,0,1,1,0,na,0,1,iuc 1,iro 1,1,rmpA_2(KpVP-1),rmpA2_6*,100,100,1,-,-,-,-,-,-,-,-,-,-,-,-,AmpH*,-,-,-,SHV-26,KL57,Good,206,na,KL57,O3b,Good,O3b,O3b,singleton,no,singleton,blood
ERS2489050,180414-14224 ,Vietnam,2014,Klebsiella quasipneumoniae subsp. similipneumoniae,ST1374-4LV,0,1,6,7,0,na,0,0,none,none,0,-,-,-,-,0,StrB;StrA,-,-,-,-,-,-,CatA1*,-,SulII,TetD,DfrA5,AmpH*;OKP-B-15*?,-,SHV-2a,-,-,KL107,Very high,401*,na,KL107,O5,High,O5,O5,not_tested,na,not_tested,blood
