ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCF_030544725.1	GCA_030544725.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MiniION	Unicycler v. 0.4.4			5443920	4	5270473	1	4	5270473	1	200.0	57.0	4	98.55	1.17	OK	derived_species_match	GCF_030544725
GCF_030845715.1	GCA_030845715.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5702676	5	5267492	1	5	5267492	1	340.0	57.0	5	98.98	0.72	OK	derived_species_match	GCF_030845715
GCF_030846055.1	GCA_030846055.1	Complete Genome	current	Oxford Nanopore MinION	Unicycler v. 0.5.0			5487604	2	5266515	1	2	5266515	1	200.0	57.5	2	98.35	0.84	OK	derived_species_match	GCF_030846055
GCF_030489785.1	GCA_030489785.1	Complete Genome	current	PacBio Sequel	Flye v. V2.9.1			5652673	4	5259269	1	4	5259269	1	29.0	57.0	4	98.57	0.97	OK	derived_species_match	GCF_030489785
GCF_030490505.1	GCA_030490505.1	Complete Genome	current	PacBio Sequel	SMRTLink v. V11.0			5733599	4	5257869	1	4	5257869	1	21.0	57.0	4	98.69	0.59	OK	derived_species_match	GCF_030490505
GCF_030845775.1	GCA_030845775.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5587568	2	5256973	1	2	5256973	1	320.0	56.5	2	98.02	0.96	OK	derived_species_match	GCF_030845775
GCF_030845875.1	GCA_030845875.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5685454	3	5254233	1	3	5254233	1	340.0	57.0	3	97.98	0.32	OK	derived_species_match	GCF_030845875
GCF_030845915.1	GCA_030845915.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5685451	3	5254231	1	3	5254231	1	760.0	57.0	3	97.98	0.32	OK	derived_species_match	GCF_030845915
GCF_030489845.1	GCA_030489845.1	Complete Genome	current	PacBio Sequel	Flye v. V2.9.1			5534620	3	5245325	1	3	5245325	1	28.0	57.0	3	99.07	0.72	OK	derived_species_match	GCF_030489845
GCF_030644545.1	GCA_030644545.1	Complete Genome	current	Oxford Nanopore GridION	unicycler v. 0.4.8			5510693	2	5245077	1	2	5245077	1	291.0	57.0	2	99.07	1.21	OK	derived_species_match	GCF_030644545
GCF_030845755.1	GCA_030845755.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5541072	3	5243745	1	3	5243745	1	620.0	57.5	3	98.68	0.52	OK	derived_species_match	GCF_030845755
GCF_030845975.1	GCA_030845975.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5706873	6	5215912	1	6	5215912	1	500.0	57.0	6	99.06	0.78	OK	derived_species_match	GCF_030845975
GCF_030503775.1	GCA_030503775.1	Complete Genome	current	Oxford Nanopore	Flye v. 2.6			5577404	3	5214258	1	3	5214258	1	200.0	57.0	3	98.97	0.24	OK	species_match	GCF_030503775
GCF_030644625.1	GCA_030644625.1	Complete Genome	current	Oxford Nanopore GridION	unicycler v. 0.4.8			5335409	2	5197806	1	2	5197806	1	720.0	57.5	2	98.42	0.99	OK	derived_species_match	GCF_030644625
GCF_030845635.1	GCA_030845635.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5396302	2	5192349	1	2	5192349	1	640.0	57.5	2	98.49	0.19	OK	derived_species_match	GCF_030845635
GCF_030847575.1	GCA_030847575.1	Complete Genome	current	Oxford Nanopore; Illumina HiSeq	Unicycler v. v0.4.8			5436913	3	5188684	1	3	5188684	1	100.0	57.5	3	98.96	0.94	OK	derived_species_match	GCF_030847575
GCF_030845955.1	GCA_030845955.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5919203	4	5178435	1	4	5178435	1	300.0	56.5	4	98.55	1.84	OK	derived_species_match	GCF_030845955
GCF_030845895.1	GCA_030845895.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5969109	8	5152877	1	8	5152877	1	660.0	56.5	8	98.85	1.78	OK	derived_species_match	GCF_030845895
GCF_030846075.1	GCA_030846075.1	Complete Genome	current	Oxford Nanopore MinION	Unicycler v. 0.5.0			5753957	5	5138005	1	5	5138005	1	200.0	57.0	5	98.45	2.07	OK	derived_species_match	GCF_030846075
GCF_030534295.1	GCA_030534295.1	Complete Genome	current	Illumina NovaSeq; PacBio Sequel	SPAdes v. v3.12			5292884	3	5103846	1	3	5103846	1	250.0	57.5	3	98.55	1.09	OK	derived_species_match	GCF_030534295
GCF_030845375.1	GCA_030845375.1	Complete Genome	current	PacBio	Trycycler v. 0.5.3			5352160	3	5045819	1	3	5045819	1	260.0	57.5	3	98.76	0.72	OK	derived_species_match	GCF_030845375
GCF_030490675.1	GCA_030490675.1	Complete Genome	current	PacBio Sequel	SMRTLink v. V11.0			6101140	5	4955421	1	5	4955421	1	25.0	56.5	5	98.15	1.96	OK	derived_species_match	GCF_030490675
GCF_030490065.1	GCA_030490065.1	Complete Genome	current	PacBio Sequel	SMRTLink v. V11.0			5760784	5	4780065	1	5	4780065	1	22.0	57.0	5	97.91	1.62	OK	derived_species_match	GCF_030490065
GCF_030490635.1	GCA_030490635.1	Complete Genome	current	PacBio Sequel	SMRTLink v. V11.0			5976919	4	4765236	1	4	4765236	1	13.0	57.0	4	98.39	0.48	OK	derived_species_match	GCF_030490635
GCF_030552935.1	GCA_030552935.1	Complete Genome	current	Oxford Nanopore GridION; Illumina HiSeq	Unicycler v. 0.5.0			6104486	8	5612620	1	8	5612620	1	100.0	57.0	8	98.37	0.69	OK	subspecies_match	GCF_030552935
GCF_030490185.1	GCA_030490185.1	Complete Genome	current	PacBio Sequel	SMRTLink v. V11.0			5987996	9	5390379	1	9	5390379	1	18.0	57.0	9	98.43	0.63	OK	species_match	GCF_030490185
GCF_030505415.1	GCA_030505415.1	Complete Genome	current	PacBio	SOAPdenovo v. 2.04			5773018	2	5614214	1	2	5614214	1	100.0	57.0	2	99.66	0.38	OK	species_match	GCF_030505415
GCF_030489965.1	GCA_030489965.1	Complete Genome	current	PacBio Sequel	SMRTLink v. V11.0			6186156	5	5501801	1	5	5501801	1	19.0	56.5	5	99.25	0.67	OK	derived_species_match	GCF_030489965
GCF_030661975.2	GCA_030661975.2	Chromosome	current	Illumina	CLC Genomics workbench v. 21; SPAdes v. 3.13.0			5762264	7	5404951	1	11	4188149	1	417.0	57.0	7	98.12	1.13	OK	derived_species_match	GCF_030661975
GCF_030519675.2	GCA_030519675.2	Chromosome	current	Illumina	CLC Genomics workbench v. 21; SPAdes v. 3.13.0			5849257	7	5340918	1	9	3550716	1	170.0	56.5	7	97.72	1.14	OK	derived_species_match	GCF_030519675
GCF_030662235.2	GCA_030662235.2	Chromosome	current	Illumina	CLC Genomics workbench v. 21; SPAdes v. 3.13.0			5705224	4	5433634	1	9	1876260	2	391.0	57.0	4	98.16	1.76	OK	derived_species_match	GCF_030662235
GCF_030520265.1	GCA_030520265.1	Chromosome	current	Illumina NovaSeq	SPAdes v. 3.15; Medusa v. 1.3			5975741	5	5403180	1	45	302232	6	613.0	57.0	5	98.03	1.81	OK	derived_species_match	GCF_030520265
GCF_030863585.1	GCA_030863585.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	Unicycler v. December 2021			5647390	4	5550873	1	4	5550873	1	110.0	57.0	4	98.29	1.58	OK	derived_species_match	GCF_030863585
GCF_032343715.1	GCA_032343715.1	Complete Genome	current	Oxford Nanopore MinION; Illumina MiSeq	Trycycler v. v0.5.0; Flye v. v2.9.2; Raven v. v1.8.1; Miniasm/minipolish v. v0.3_r179			5682215	6	5540133	1	6	5540133	1	229.0	57.0	6	97.85	1.22	OK	derived_species_match	GCF_032343715
GCF_031676375.1	GCA_031676375.1	Complete Genome	current	Illumina HiSeq; PacBio	CLC NGS Cell v. v. 10.0			5812732	5	5536915	1	5	5536915	1	12.0	57.0	5	97.98	0.71	OK	derived_species_match	GCF_031676375
GCF_033254545.1	GCA_033254545.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5632211	3	5532595	1	3	5532595	1	204.0	57.0	3	97.81	2.07	OK	derived_species_match	GCF_033254545
GCF_032807725.1	GCA_032807725.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. 0.4.8			5743644	2	5515480	1	2	5515480	1	100.0	57.0	2	98.6	0.61	OK	species_match	GCF_032807725
GCF_031326265.1	GCA_031326265.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5904377	5	5485592	1	5	5485592	1	69.0	56.5	5	97.39	1.2	OK	derived_species_match	GCF_031326265
GCF_033259165.1	GCA_033259165.1	Complete Genome	current	Nanopore	Unicycler v. v0.49			5908234	5	5482761	1	5	5482761	1	100.0	57.0	5	98.81	0.43	OK	derived_species_match	GCF_033259165
GCF_031326245.1	GCA_031326245.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5794103	3	5482486	1	3	5482486	1	20.0	57.0	3	97.12	0.34	OK	derived_species_match	GCF_031326245
GCF_031885215.1	GCA_031885215.1	Complete Genome	current	Illumina HiSeq; PacBio	unicycler v. v0.4.8			6003273	6	5481405	1	6	5481405	1	100.0	57.0	6	99.07	0.55	OK	derived_species_match	GCF_031885215
GCF_032681225.1	GCA_032681225.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore	unicycler v. 0.4.7			6022212	7	5479169	1	7	5479169	1	200.0	57.0	7	99.07	0.46	OK	derived_species_match	GCF_032681225
GCF_031312745.1	GCA_031312745.1	Complete Genome	current	PacBio	HGAP v. 3			5909550	4	5472092	1	4	5472092	1	120.0	57.0	4	98.55	1.69	OK	derived_species_match	GCF_031312745
GCF_033258285.1	GCA_033258285.1	Complete Genome	current	Nanopore	Unicycler v. v0.49			5831450	5	5464607	1	5	5464607	1	100.0	57.0	5	98.81	0.5	OK	derived_species_match	GCF_033258285
GCF_032829175.1	GCA_032829175.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	unicycler v. 0.4.8			5927116	11	5460371	1	11	5460371	1	100.0	57.0	11	98.29	0.87	OK	derived_species_match	GCF_032829175
GCF_033857255.1	GCA_033857255.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5809314	4	5451011	1	4	5451011	1	150.0	57.0	4	98.48	1.44	OK	species_match	GCF_033857255
GCF_033257165.1	GCA_033257165.1	Complete Genome	current	Oxford Nanopore GridION	flye v. 2.9.1-b1780			5695582	4	5448141	1	4	5448141	1	74.0	57.0	4	97.29	2.14	OK	derived_species_match	GCF_033257165
GCF_031326285.1	GCA_031326285.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780; medaka v. 1.7.2			5742704	4	5440179	1	4	5440179	1	149.0	57.0	4	98.62	1.05	OK	derived_species_match	GCF_031326285
GCF_033807355.1	GCA_033807355.1	Complete Genome	current	Illumina; PacBio	SPAdes v. 3.15.5; Canu v. 1.7.1			6033772	8	5440107	1	8	5440107	1	100.0	57.0	8	98.81	1.17	OK	derived_species_match	GCF_033807355
GCF_033240085.1	GCA_033240085.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5934995	5	5437119	1	5	5437119	1	145.0	56.5	5	97.31	1.83	OK	derived_species_match	GCF_033240085
GCF_033807375.1	GCA_033807375.1	Complete Genome	current	Illumina; PacBio	SPAdes v. 3.15.5; Canu v. 1.7.1			5944769	7	5422993	1	7	5422993	1	100.0	57.0	7	98.29	0.89	OK	derived_species_match	GCF_033807375
GCF_033253045.1	GCA_033253045.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5923719	5	5422745	1	5	5422745	1	121.0	56.5	5	98.34	1.83	OK	derived_species_match	GCF_033253045
GCF_033245165.1	GCA_033245165.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			6092869	6	5417651	1	6	5417651	1	159.0	56.5	6	97.95	2.27	OK	derived_species_match	GCF_033245165
GCF_034126985.1	GCA_034126985.2	Complete Genome	current	Illumina MiSeq; Oxford Nanopore GridION	Unicycler v. 0.5.0			5917588	5	5417167	1	5	5417167	1	20.0	56.5	5	98.49	1.83	OK	derived_species_match	GCF_034126985
GCF_033244325.1	GCA_033244325.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5899491	5	5415807	1	5	5415807	1	62.0	56.5	5	96.97	1.74	OK	derived_species_match	GCF_033244325
GCF_033252145.1	GCA_033252145.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5895296	5	5415777	1	5	5415777	1	204.0	56.5	5	98.19	1.83	OK	derived_species_match	GCF_033252145
GCF_033238325.1	GCA_033238325.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			6137484	6	5414820	1	6	5414820	1	155.0	56.5	6	97.88	1.96	OK	derived_species_match	GCF_033238325
GCF_033256205.1	GCA_033256205.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5978149	7	5413320	1	7	5413320	1	73.0	56.5	7	98.03	1.83	OK	derived_species_match	GCF_033256205
GCF_033253665.1	GCA_033253665.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5937132	7	5413112	1	7	5413112	1	354.0	56.5	7	98.41	1.69	OK	derived_species_match	GCF_033253665
GCF_032833155.1	GCA_032833155.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	unicycler v. 0.4.8			5830733	5	5409071	1	5	5409071	1	100.0	57.0	5	98.29	0.98	OK	derived_species_match	GCF_032833155
GCF_032463405.1	GCA_032463405.1	Complete Genome	current	PacBio Sequel	HGAP v. 4			5654105	4	5402231	1	4	5402231	1	236.0	57.0	4	98.81	0.86	OK	derived_species_match	GCF_032463405
GCF_033847565.1	GCA_033847565.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5831333	7	5397347	1	7	5397347	1	150.0	57.0	7	98.55	1.0	OK	derived_species_match	GCF_033847565
GCF_033251225.1	GCA_033251225.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			6005496	7	5393100	1	7	5393100	1	118.0	56.5	7	97.52	1.83	OK	derived_species_match	GCF_033251225
GCF_032826355.1	GCA_032826355.1	Complete Genome	current	Oxford Nanopore MinION; Illumina MiSeq	unicycler v. 0.4.8			6058687	7	5386379	1	7	5386379	1	100.0	56.5	7	98.29	1.24	OK	derived_species_match	GCF_032826355
GCF_032827515.1	GCA_032827515.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	unicycler v. 0.4.8			5926636	6	5384010	1	6	5384010	1	100.0	56.5	6	97.9	0.97	OK	derived_species_match	GCF_032827515
GCF_032344435.1	GCA_032344435.1	Complete Genome	current	Oxford Nanopore MinION; Illumina MiSeq	Trycycler v. v0.5.0; Flye v. v2.9.2; Raven v. v1.8.1; Miniasm/minipolish v. v0.3_r179			5619595	4	5383377	1	4	5383377	1	58.0	57.0	4	99.07	0.19	OK	derived_species_match	GCF_032344435
GCF_033255445.1	GCA_033255445.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			5849287	7	5382807	1	7	5382807	1	75.0	56.5	7	97.24	1.13	OK	species_match	GCF_033255445
GCF_033243425.1	GCA_033243425.1	Complete Genome	current	Oxford Nanopore GridION	flye v. 2.9.1-b1780			5945463	7	5379190	1	7	5379190	1	59.0	56.5	7	97.04	1.67	OK	derived_species_match	GCF_033243425
GCF_033242065.1	GCA_033242065.1	Complete Genome	current	Oxford Nanopore GridION	flye v. 2.9.1-b1780			5935978	7	5378039	1	7	5378039	1	63.0	56.5	7	96.74	1.67	OK	derived_species_match	GCF_033242065
GCF_033245965.1	GCA_033245965.1	Complete Genome	current	Oxford Nanopore MinION	flye v. 2.9.1-b1780			6056955	4	5373408	1	4	5373408	1	202.0	56.5	4	98.22	1.83	OK	derived_species_match	GCF_033245965
GCF_032833975.1	GCA_032833975.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	unicycler v. 0.4.8			5803089	5	5367021	1	5	5367021	1	100.0	57.0	5	98.29	1.2	OK	derived_species_match	GCF_032833975
GCF_032878755.1	GCA_032878755.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. v0.5.0			5631947	6	5366543	1	6	5366543	1	83.42	57.0	6	98.55	1.59	OK	derived_species_match	GCF_032878755
GCF_033802585.1	GCA_033802585.1	Complete Genome	current	Illumina NovaSeq; Oxford Nanopore MinION	Flye v. 2.9; Nanopolish v. 0.13			5797982	9	5357209	1	9	5357209	1	499.0	57.0	9	98.53	0.28	OK	species_match	GCF_033802585
GCF_033848475.1	GCA_033848475.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5492968	3	5343233	1	3	5343233	1	150.0	57.5	3	98.07	0.24	OK	derived_species_match	GCF_033848475
GCF_033850575.1	GCA_033850575.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5795574	4	5339767	1	4	5339767	1	150.0	56.5	4	98.71	1.34	OK	derived_species_match	GCF_033850575
GCF_032253935.1	GCA_032253935.1	Complete Genome	current	Oxford Nanopore MinION; Illumina HiSeq	Trycycler v. 0.5.4			5615879	3	5334759	1	3	5334759	1	138.0	57.0	3	98.11	0.22	OK	species_match	GCF_032253935
GCF_033807335.1	GCA_033807335.1	Complete Genome	current	Illumina; PacBio	SPAdes v. 3.15.5; Canu v. 1.7.1			5731692	6	5333292	1	6	5333292	1	100.0	57.0	6	96.46	0.98	OK	derived_species_match	GCF_033807335
GCF_033870135.1	GCA_033870135.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5709746	11	5331851	1	11	5331851	1	150.0	57.0	11	99.02	0.52	OK	derived_species_match	GCF_033870135
GCF_031357365.1	GCA_031357365.1	Complete Genome	current	Oxford Nanopore MinION	SPAdes v. 3.13.0			5453404	2	5328471	1	2	5328471	1	100.0	57.0	2	98.99	0.83	OK	derived_species_match	GCF_031357365
GCF_034259225.1	GCA_034259225.1	Complete Genome	current	Illumina; Oxford Nanopore MinION	Unicycler v. v. 0.4.8			5654446	5	5325574	1	5	5325574	1	150.0	57.0	5	98.46	0.76	OK	derived_species_match	GCF_034259225
GCF_034259265.1	GCA_034259265.1	Complete Genome	current	Oxford Nanopore MinION	unicycler v. v.0.5.0			5577515	3	5324141	1	3	5324141	1	100.0	57.0	3	99.07	1.32	OK	derived_species_match	GCF_034259265
GCF_032878355.1	GCA_032878355.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore MinION	Unicycler v. v0.5.0			5449570	4	5321240	1	4	5321240	1	57.78	57.5	4	97.97	0.58	OK	derived_species_match	GCF_032878355
GCF_032680825.1	GCA_032680825.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	unicycler v. v0.4.8			5870238	4	5321121	1	4	5321121	1	100.0	56.5	4	98.92	1.47	OK	derived_species_match	GCF_032680825
GCF_030848965.1	GCA_030848965.1	Complete Genome	current	Illumina; Oxford Nanopore	Unicycler v. v0.5.0			5505661	3	5320041	1	3	5320041	1	150.0	57.5	3	99.07	0.54	OK	species_match	GCF_030848965
GCF_032680845.1	GCA_032680845.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	unicycler v. v0.4.8			5868450	4	5319333	1	4	5319333	1	100.0	56.5	4	98.92	1.47	OK	derived_species_match	GCF_032680845
GCF_033869935.1	GCA_033869935.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5938775	8	5316000	1	8	5316000	1	150.0	56.5	8	98.61	1.47	OK	derived_species_match	GCF_033869935
GCF_033869415.1	GCA_033869415.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5950678	11	5315999	1	11	5315999	1	150.0	56.5	11	98.61	1.47	OK	derived_species_match	GCF_033869415
GCF_032348595.1	GCA_032348595.1	Complete Genome	current	Oxford Nanopore MinION; Illumina MiSeq	Trycycler v. v0.5.0; Flye v. v2.9.2; Raven v. v1.8.1; Miniasm/minipolish v. v0.3_r179			5458050	7	5313174	1	7	5313174	1	171.0	57.5	7	98.52	0.29	OK	derived_species_match	GCF_032348595
GCF_031432775.1	GCA_031432775.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. 2.9.1-b1780; Medaka v. 1.7.2			5603266	3	5310652	1	3	5310652	1	59.0	57.0	3	98.52	1.11	OK	derived_species_match	GCF_031432775
GCF_033859755.1	GCA_033859755.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5624826	4	5309443	1	4	5309443	1	150.0	57.0	4	98.74	0.52	OK	derived_species_match	GCF_033859755
GCF_034259285.1	GCA_034259285.1	Complete Genome	current	Oxford Nanopore MinION	Unicycler v. .0.5.0			5732850	4	5306567	1	4	5306567	1	100.0	57.0	4	98.94	1.09	OK	derived_species_match	GCF_034259285
GCF_031432915.1	GCA_031432915.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. 2.9.1-b1780; Medaka v. 1.7.2			5403336	2	5304018	1	2	5304018	1	180.0	57.5	2	98.67	0.31	OK	derived_species_match	GCF_031432915
GCF_033861315.1	GCA_033861315.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5589271	4	5297627	1	4	5297627	1	150.0	57.0	4	98.61	1.04	OK	derived_species_match	GCF_033861315
GCF_033854795.1	GCA_033854795.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			6056256	9	5290334	1	9	5290334	1	150.0	56.5	9	98.55	1.2	OK	derived_species_match	GCF_033854795
GCF_033868275.1	GCA_033868275.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5634660	10	5282192	1	10	5282192	1	150.0	57.0	10	98.35	0.81	OK	derived_species_match	GCF_033868275
GCF_033863975.1	GCA_033863975.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5630257	8	5279772	1	8	5279772	1	150.0	57.0	8	98.35	0.85	OK	derived_species_match	GCF_033863975
GCF_033564015.1	GCA_033564015.1	Complete Genome	current	Illumina NovaSeq; PacBio Sequel	ABySS v. ABySS 2.0			5725995	3	5279365	1	3	5279365	1	500.0	57.0	3	98.55	0.96	OK	derived_species_match	GCF_033564015
GCF_033863175.1	GCA_033863175.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5944387	9	5277616	1	9	5277616	1	150.0	56.5	9	99.25	1.25	OK	derived_species_match	GCF_033863175
GCF_033849915.1	GCA_033849915.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			6013842	6	5263107	1	6	5263107	1	150.0	56.5	6	98.55	1.2	OK	derived_species_match	GCF_033849915
GCF_033802845.1	GCA_033802845.1	Complete Genome	current	PacBio RSII	Unicycler v. 0.4.8			5764100	5	5262748	1	5	5262748	1	200.0	56.5	5	98.46	1.53	OK	derived_species_match	GCF_033802845
GCF_032248875.1	GCA_032248875.1	Complete Genome	current	Oxford Nanopore	SPAdes v. v. 4.1			5547979	7	5260925	1	7	5260925	1	200.0	57.0	7	98.69	1.33	OK	derived_species_match	GCF_032248875
GCF_032759475.1	GCA_032759475.1	Complete Genome	current	PacBio	HGAP v. 2018			5751760	6	5260706	1	6	5260706	1	100.0	57.0	6	98.94	0.19	OK	derived_species_match	GCF_032759475
GCF_033798725.1	GCA_033798725.1	Complete Genome	current	Illumina NovaSeq; PacBio Sequel	flye v. v2.5; CANU v. v1.7.1			5362623	2	5237551	1	2	5237551	1	432.0	57.5	2	98.95	0.5	OK	derived_species_match	GCF_033798725
GCF_033563215.1	GCA_033563215.1	Complete Genome	current	Illumina NovaSeq; PacBio Sequel	ABySS v. ABySS 2.0			5812943	4	5212819	1	4	5212819	1	500.0	57.0	4	98.41	1.38	OK	derived_species_match	GCF_033563215
GCF_034340365.2	GCA_034340365.2	Complete Genome	current	Oxford Nanopore	HGAP v. 2016			5564986	5	5209306	1	5	5209306	1	203.0	57.0	5	98.46	0.71	OK	species_match	GCF_034340365
GCF_031357205.1	GCA_031357205.1	Complete Genome	current	Oxford Nanopore MinION	SPAdes v. 3.13.0			5305994	2	5200960	1	2	5200960	1	100.0	57.5	2	98.46	0.73	OK	derived_species_match	GCF_031357205
GCF_033867515.1	GCA_033867515.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5481919	6	5200444	1	6	5200444	1	150.0	57.5	6	98.33	1.23	OK	derived_species_match	GCF_033867515
GCF_033862455.1	GCA_033862455.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5935577	11	5200341	1	11	5200341	1	150.0	56.5	11	99.25	1.25	OK	derived_species_match	GCF_033862455
GCF_033807395.1	GCA_033807395.1	Complete Genome	current	Illumina; Oxford Nanopore	SPAdes v. 3.15.5; Canu v. 1.7.1			5800216	7	5182901	1	7	5182901	1	100.0	57.0	7	98.72	0.95	OK	derived_species_match	GCF_033807395
GCF_033807455.1	GCA_033807455.1	Complete Genome	current	Illumina; Oxford Nanopore	SPAdes v. 3.15.5; Canu v. 1.7.1			5806285	7	5182748	1	7	5182748	1	100.0	57.0	7	98.88	0.95	OK	derived_species_match	GCF_033807455
GCF_033807415.1	GCA_033807415.1	Complete Genome	current	Illumina; Oxford Nanopore	SPAdes v. 3.15.5; Canu v. 1.7.1			5787913	7	5182742	1	7	5182742	1	100.0	57.0	7	98.72	0.95	OK	derived_species_match	GCF_033807415
GCF_033807435.1	GCA_033807435.1	Complete Genome	current	Illumina; PacBio	SPAdes v. 3.15.5; Canu v. 1.7.1			5797184	7	5182728	1	7	5182728	1	100.0	57.0	7	98.72	0.95	OK	derived_species_match	GCF_033807435
GCF_033865275.1	GCA_033865275.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5747380	4	5167281	1	4	5167281	1	150.0	56.5	4	99.07	1.03	OK	derived_species_match	GCF_033865275
GCF_033870115.1	GCA_033870115.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5745522	4	5165423	1	4	5165423	1	150.0	56.5	4	99.07	1.03	OK	derived_species_match	GCF_033870115
GCF_033868475.1	GCA_033868475.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5746413	4	5165114	1	4	5165114	1	150.0	56.5	4	99.07	1.03	OK	derived_species_match	GCF_033868475
GCF_030863985.1	GCA_030863985.1	Complete Genome	current	Oxford Nanopore MinION	SPAdes v. 2.3			5388428	3	5127477	1	3	5127477	1	10.0	57.5	3	98.64	0.53	OK	derived_species_match	GCF_030863985
GCF_030866865.1	GCA_030866865.1	Complete Genome	current	Oxford Nanopore MinION	SPAdes v. 2.3			5387723	3	5126755	1	3	5126755	1	10.0	57.5	3	98.67	0.53	OK	derived_species_match	GCF_030866865
GCF_033852495.1	GCA_033852495.1	Complete Genome	current	Illumina NovaSeq	Unicycler v. 0.5.0			5572072	5	5120844	1	5	5120844	1	150.0	57.5	5	99.07	1.21	OK	derived_species_match	GCF_033852495
GCF_033802785.1	GCA_033802785.1	Complete Genome	current	Oxford Nanopore MinION	Flye v. 2.9.1-b1780; Medaka v. 1.7.2			5972399	6	5413668	1	6	5413668	1	81.0	56.5	6	97.54	1.83	OK	subspecies_match	GCF_033802785
