ncbi_accession	paired_gcf_accession	ncbi_assembly_level	ncbi_assembly_status	ncbi_sequencing_tech	ncbi_assembly_method	ncbi_refseq_category	ncbi_genome_notes	ncbi_genome_size	ncbi_n_scaffolds	ncbi_scaffold_n50	ncbi_scaffold_l50	ncbi_n_contigs	ncbi_contig_n50	ncbi_contig_l50	ncbi_genome_coverage	ncbi_gc_percent	ncbi_n_chromosomes	ncbi_completeness	ncbi_contamination	ncbi_taxonomy_check	ncbi_ani_match_status	lookup_accession
GCA_023780405.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5527971	41	307217	6	41	307217	6	300	57.5				OK	derived_species_match	GCA_023780405
GCA_023825415.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5617505	45	307217	5	45	307217	5	383	57.5				OK	derived_species_match	GCA_023825415
GCA_023781735.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5646657	44	298209	5	44	298209	5	357	57.5				OK	derived_species_match	GCA_023781735
GCA_023824995.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5535844	43	298209	6	43	298209	6	390	57.5				OK	derived_species_match	GCA_023824995
GCA_023825015.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5771707	39	298209	6	39	298209	6	206	57.5				OK	derived_species_match	GCA_023825015
GCA_023825055.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5709102	45	298209	5	45	298209	5	356	57.5				OK	derived_species_match	GCA_023825055
GCA_023455475.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5453246	77	291168	7	77	291168	7	63	57.0				OK	derived_species_match	GCA_023455475
GCA_023825375.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5829228	53	289358	7	53	289358	7	236	57.0				OK	derived_species_match	GCA_023825375
GCA_023826075.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5897105	56	289358	6	56	289358	6	214	57.0				OK	derived_species_match	GCA_023826075
GCA_023826515.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5914412	58	289358	5	58	289358	5	290	57.0				OK	derived_species_match	GCA_023826515
GCA_023779685.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5762691	46	289349	7	46	289349	7	255	57.5				OK	derived_species_match	GCA_023779685
GCA_023782865.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5878085	56	289349	7	56	289349	7	270	57.0				OK	derived_species_match	GCA_023782865
GCA_023874285.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5794997	52	289349	7	52	289349	7	240	57.0				OK	derived_species_match	GCA_023874285
GCA_023408375.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5679357	94	287617	7	94	287617	7	80	57.0				OK	derived_species_match	GCA_023408375
GCA_023781755.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5773386	55	281006	7	55	281006	7	229	57.0				OK	derived_species_match	GCA_023781755
GCA_023781715.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5939367	57	272062	7	57	272062	7	321	57.0				OK	derived_species_match	GCA_023781715
GCA_023463815.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5558718	61	261490	7	61	261490	7	61	57.0				OK	derived_species_match	GCA_023463815
GCA_023463975.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5514459	74	225277	9	74	225277	9	88	57.5				OK	derived_species_match	GCA_023463975
GCA_023467975.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5639273	111	224891	9	111	224891	9	57	57.0				OK	derived_species_match	GCA_023467975
GCA_023453745.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5736512	103	211279	9	103	211279	9	72	57.0				OK	derived_species_match	GCA_023453745
GCA_023463995.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5390091	59	207893	6	59	207893	6	61	57.5				OK	derived_species_match	GCA_023463995
GCA_023450425.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5709364	101	199672	10	101	199672	10	68	57.0				OK	derived_species_match	GCA_023450425
GCA_023463945.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5532379	90	198104	10	90	198104	10	61	57.5				OK	derived_species_match	GCA_023463945
GCA_023463835.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5649608	140	196652	9	140	196652	9	58	57.0				OK	derived_species_match	GCA_023463835
GCA_023455515.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5549759	92	193702	11	92	193702	11	49	57.5				OK	derived_species_match	GCA_023455515
GCA_023461775.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5770669	147	175444	12	147	175444	12	59	56.5				OK	derived_species_match	GCA_023461775
GCA_023455805.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5502673	116	175379	12	116	175379	12	78	57.5				OK	derived_species_match	GCA_023455805
GCA_023453315.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5531318	69	173587	9	69	173587	9	98	57.0				OK	derived_species_match	GCA_023453315
GCA_023411355.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6064374	120	173018	12	120	173018	12	68	56.5				OK	derived_species_match	GCA_023411355
GCA_023450285.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5669967	125	170457	11	125	170457	11	63	57.0				OK	derived_species_match	GCA_023450285
GCA_023450155.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5544269	75	160910	11	75	160910	11	54	57.0				OK	derived_species_match	GCA_023450155
GCA_023458295.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5455263	89	160129	13	89	160129	13	63	57.5				OK	derived_species_match	GCA_023458295
GCA_023465775.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5532106	122	159807	10	122	159807	10	87	57.0				OK	derived_species_match	GCA_023465775
GCA_023465695.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5901881	133	158562	10	133	158562	10	75	56.5				OK	derived_species_match	GCA_023465695
GCA_023458335.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6100313	153	158514	13	153	158514	13	59	56.5				OK	derived_species_match	GCA_023458335
GCA_023455275.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5688782	138	146168	13	138	146168	13	79	57.0				OK	derived_species_match	GCA_023455275
GCA_023455455.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5639992	162	140605	13	162	140605	13	58	57.0				OK	derived_species_match	GCA_023455455
GCA_023457815.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5523990	109	138769	13	109	138769	13	51	57.5				OK	derived_species_match	GCA_023457815
GCA_023452865.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5597261	149	137045	11	149	137045	11	64	57.5				OK	derived_species_match	GCA_023452865
GCA_023455495.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5540433	152	132284	13	152	132284	13	64	57.5				OK	derived_species_match	GCA_023455495
GCA_023455255.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5903144	140	129959	14	140	129959	14	102	56.5				OK	derived_species_match	GCA_023455255
GCA_023453595.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6066003	188	126416	13	188	126416	13	59	56.5				OK	derived_species_match	GCA_023453595
GCA_023453205.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5701529	136	124830	13	136	124830	13	58	57.0				OK	derived_species_match	GCA_023453205
GCA_023457995.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5706289	148	121871	15	148	121871	15	56	57.0				OK	derived_species_match	GCA_023457995
GCA_023455355.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5748663	183	120643	15	183	120643	15	63	57.0				OK	derived_species_match	GCA_023455355
GCA_023450555.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5812346	132	114625	14	132	114625	14	62	57.0				OK	derived_species_match	GCA_023450555
GCA_023455315.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5779086	189	113591	16	189	113591	16	61	57.0				OK	derived_species_match	GCA_023455315
GCA_023452655.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5567752	164	113198	13	164	113198	13	53	57.0				OK	derived_species_match	GCA_023452655
GCA_023458135.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5620418	153	111052	17	153	111052	17	60	57.0				OK	derived_species_match	GCA_023458135
GCA_023453095.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5702796	126	110522	14	126	110522	14	61	57.0				OK	derived_species_match	GCA_023453095
GCA_023408455.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5683355	127	110229	18	127	110229	18	46	57.0				OK	derived_species_match	GCA_023408455
GCA_023411085.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5728499	240	101171	15	240	101171	15	42	57.0				OK	derived_species_match	GCA_023411085
GCA_023408835.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5526960	140	101084	20	140	101084	20	43	57.5				OK	derived_species_match	GCA_023408835
GCA_023450185.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5668477	160	100164	19	160	100164	19	61	57.0				OK	derived_species_match	GCA_023450185
GCA_023408735.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5779935	157	96806	16	157	96806	16	61	57.0				OK	derived_species_match	GCA_023408735
GCA_023411515.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5591210	148	95559	20	148	95559	20	55	57.5				OK	derived_species_match	GCA_023411515
GCA_023463795.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5594553	130	95461	18	130	95461	18	37	57.0				OK	derived_species_match	GCA_023463795
GCA_023455555.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5312258	128	94684	17	128	94684	17	69	57.5				OK	derived_species_match	GCA_023455555
GCA_023463895.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5646612	201	94020	18	201	94020	18	59	57.0				OK	derived_species_match	GCA_023463895
GCA_023453505.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5594931	174	91703	21	174	91703	21	44	57.5				OK	derived_species_match	GCA_023453505
GCA_023456325.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5517232	202	78731	20	202	78731	20	56	57.5				OK	derived_species_match	GCA_023456325
GCA_023457795.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5662298	210	76753	21	210	76753	21	41	57.5				OK	derived_species_match	GCA_023457795
GCA_023454025.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5542539	249	74653	21	249	74653	21	55	57.0				OK	derived_species_match	GCA_023454025
GCA_023453525.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5476963	178	68222	22	178	68222	22	50	57.5				OK	derived_species_match	GCA_023453525
GCA_023458275.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5624535	213	67576	26	213	67576	26	47	57.0				OK	derived_species_match	GCA_023458275
GCA_023458235.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5889299	267	57184	35	267	57184	35	44	56.5				OK	derived_species_match	GCA_023458235
GCA_023411195.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5536502	307	51306	36	307	51306	36	47	57.0				OK	derived_species_match	GCA_023411195
GCA_023455675.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5447568	206	48551	35	206	48551	35	41	57.0				OK	derived_species_match	GCA_023455675
GCA_023456165.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6029589	293	47807	44	293	47807	44	28	56.5				OK	derived_species_match	GCA_023456165
GCA_023452835.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5639071	293	44955	40	293	44955	40	61	57.0				OK	derived_species_match	GCA_023452835
GCA_023452375.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5520636	264	41143	42	264	41143	42	35	57.5				OK	derived_species_match	GCA_023452375
GCA_023463855.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5456415	310	34817	43	310	34817	43	36	57.5				OK	derived_species_match	GCA_023463855
GCA_023452725.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5774483	442	27137	65	442	27137	65	43	57.0				OK	derived_species_match	GCA_023452725
GCA_023452485.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5291002	48	449255	5	48	449255	5	60	55.0				OK	species_match	GCA_023452485
GCA_023452815.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5409837	66	233918	7	66	233918	7	71	55.0				OK	species_match	GCA_023452815
GCA_023457975.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5239047	297	39325	36	297	39325	36	69	55.0				OK	species_match	GCA_023457975
GCA_024496265.1	GCF_024496265.1	Complete Genome	current	Illumina HiSeq; Oxford Nanopore MinION	SPAdes v. 3.15.3			5796869	5	5459651	1	5	5459651	1	150	57.0	5.0	98.81	0.21	OK	derived_species_match	GCA_024496265
GCA_024081805.1	GCF_024081805.1	Complete Genome	current	Illumina NextSeq; Nanopore MinION	Unicycler v. v0.4.8			5670661	3	5415765	1	3	5415765	1	100	57.0	3.0	97.46	0.45	OK	species_match	GCA_024081805
GCA_024498895.1	GCF_024498895.1	Complete Genome	current	Illumina PE150; Nanopore	Unicycler v. 0.4.9			5437674	2	5362228	1	2	5362228	1	422.7	57.5	2.0	98.16	0.38	OK	derived_species_match	GCA_024498895
GCA_024224875.1	GCF_024224875.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.5.0			5465387	4	5357976	1	4	5357976	1		57.5	4.0	99.01	0.76	OK	derived_species_match	GCA_024224875
GCA_024227055.1	GCF_024227055.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.5.0			5435457	5	5326821	1	5	5326821	1		57.5	5.0	99.01	0.76	OK	derived_species_match	GCA_024227055
GCA_024223795.1	GCF_024223795.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.5.0			5581287	4	5200449	1	4	5200449	1		57.0	4.0	98.43	1.28	OK	derived_species_match	GCA_024223795
GCA_024226755.1	GCF_024226755.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.5.0			5799720	5	5200157	1	5	5200157	1		56.5	5.0	98.43	2.26	OK	derived_species_match	GCA_024226755
GCA_024226435.1	GCF_024226435.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.5.0			5238180	2	5191842	1	2	5191842	1		57.5	2.0	99.07	0.84	OK	species_match	GCA_024226435
GCA_024397815.1	GCF_024397815.1	Complete Genome	current	PacBio Sequel; Illumina NovaSeq	Unicycler v. 0.4.8			5511600	2	5306902	1	2	5306902	1	206.589	57.0	2.0	98.81	0.22	OK	derived_species_match	GCA_024397815
GCA_024211115.2	GCF_024211115.1	Complete Genome	current	Illumina MiSeq; Oxford Nanopore GridION	Unicycler v. 0.5.0			5149537	2	5093269	1	2	5093269	1	100	55.0	2.0	95.77	1.7	OK	species_match	GCA_024211115
GCA_024396595.1	GCF_024396595.1	Complete Genome	current	Oxford Nanopore PromethION	Canu v. Canu v1.5			5942783	1	5942783	1	1	5942783	1	100	56.0	1.0	99.37	0.41	OK	species_match	GCA_024396595
GCA_024225115.1	GCF_024225115.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.5.0			6064784	3	5892772	1	3	5892772	1		56.0	3.0	99.23	1.08	OK	species_match	GCA_024225115
GCA_024224355.1	GCF_024224355.1	Complete Genome	current	Illumina MiniSeq, Oxford Nanopore	Unicycler v. 0.5.0			6040285	4	5948232	1	4	5948232	1		56.0	4.0	99.63	0.89	OK	species_match	GCA_024224355
GCA_024167825.1	GCF_024167825.1	Chromosome	current	Illumina HiSeq	SPAdes v. 3.12			5199186	1	5199186	1	29	340271	6	1603	57.5	1.0	98.83	1.01	OK	derived_species_match	GCA_024167825
GCA_024198405.1	GCF_024198405.1	Contig	current	Illumina MiniSeq; Oxford Nanopore Minion	Unicycler v. 0.5.0			5900530	7	2956126	1	7	2956126	1	100	57.0	5.0	99.12	0.54	OK	species_match	GCA_024198405
GCA_024431305.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5259970	27	764080	3	27	764080	3	92	57.5				OK	derived_species_match	GCA_024431305
GCA_024431445.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5325145	31	671373	3	31	671373	3	82	57.5				OK	derived_species_match	GCA_024431445
GCA_024376055.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5715243	45	611316	3	45	611316	3	95	57.0				OK	derived_species_match	GCA_024376055
GCA_024431245.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5445653	37	474860	3	37	474860	3	84	57.5				OK	derived_species_match	GCA_024431245
GCA_024429555.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5690526	42	441465	4	42	441465	4	68	57.0				OK	derived_species_match	GCA_024429555
GCA_024431285.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5469397	44	381157	5	44	381157	5	95	57.5				OK	derived_species_match	GCA_024431285
GCA_024429095.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5402445	38	371554	4	38	371554	4	82	57.5				OK	derived_species_match	GCA_024429095
GCA_023979195.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5690206	43	370359	5	43	370359	5	104	57.0				OK	derived_species_match	GCA_023979195
GCA_024431365.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5604382	63	369013	5	63	369013	5	76	57.5				OK	derived_species_match	GCA_024431365
GCA_024431385.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5496884	56	364539	7	56	364539	7	93	57.5				OK	derived_species_match	GCA_024431385
GCA_024431425.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5491934	44	362843	5	44	362843	5	73	57.5				OK	derived_species_match	GCA_024431425
GCA_024431205.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5604379	50	362826	6	50	362826	6	90	57.5				OK	derived_species_match	GCA_024431205
GCA_024377215.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5567736	60	358672	5	60	358672	5	88	57.5				OK	derived_species_match	GCA_024377215
GCA_024430215.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5485561	60	357605	6	60	357605	6	74	57.5				OK	derived_species_match	GCA_024430215
GCA_024428855.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5834208	61	350005	6	61	350005	6	192	57.0				OK	derived_species_match	GCA_024428855
GCA_024430335.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5438897	77	348797	6	77	348797	6	44	57.5				OK	derived_species_match	GCA_024430335
GCA_024430795.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5502194	105	338054	6	105	338054	6	70	57.5				OK	derived_species_match	GCA_024430795
GCA_024428895.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5490740	58	331873	5	58	331873	5	91	57.0				OK	derived_species_match	GCA_024428895
GCA_024429375.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5445362	65	331298	5	65	331298	5	58	57.5				OK	derived_species_match	GCA_024429375
GCA_023977795.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5227309	44	330539	6	44	330539	6	118	57.5				OK	derived_species_match	GCA_023977795
GCA_024376115.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5182908	59	316323	7	59	316323	7	91	57.5				OK	derived_species_match	GCA_024376115
GCA_023979015.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5503948	59	311216	7	59	311216	7	123	57.5				OK	derived_species_match	GCA_023979015
GCA_023978875.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5616823	51	308846	7	51	308846	7	59	57.0				OK	derived_species_match	GCA_023978875
GCA_024373665.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5668700	42	307273	5	42	307273	5	79	57.0				OK	derived_species_match	GCA_024373665
GCA_024431185.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5622460	89	301378	7	89	301378	7	79	57.0				OK	derived_species_match	GCA_024431185
GCA_024376715.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5611665	76	301038	6	76	301038	6	81	57.5				OK	derived_species_match	GCA_024376715
GCA_023874325.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5881155	57	289349	6	57	289349	6	321	57.0				OK	derived_species_match	GCA_023874325
GCA_023874345.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5874046	56	289349	7	56	289349	7	248	57.0				OK	derived_species_match	GCA_023874345
GCA_023977735.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5697428	54	281915	7	54	281915	7	87	57.0				OK	derived_species_match	GCA_023977735
GCA_024376595.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5807351	80	274062	6	80	274062	6	54	57.0				OK	derived_species_match	GCA_024376595
GCA_024431265.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5572283	57	272034	7	57	272034	7	42	57.0				OK	derived_species_match	GCA_024431265
GCA_024377775.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5563520	75	270393	7	75	270393	7	208	57.5				OK	derived_species_match	GCA_024377775
GCA_024392535.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5777726	85	267018	9	85	267018	9	46	57.0				OK	derived_species_match	GCA_024392535
GCA_024431225.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5544935	77	248984	9	77	248984	9	80	57.0				OK	derived_species_match	GCA_024431225
GCA_024428615.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5904518	65	246931	7	65	246931	7	269	57.0				OK	derived_species_match	GCA_024428615
GCA_023978935.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5989830	103	233913	8	103	233913	8	134	56.5				OK	derived_species_match	GCA_023978935
GCA_023977755.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5342164	72	230809	9	72	230809	9	180	57.5				OK	derived_species_match	GCA_023977755
GCA_024429835.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5795903	101	220633	8	101	220633	8	197	57.0				OK	derived_species_match	GCA_024429835
GCA_023978995.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5997707	132	215948	9	132	215948	9	119	56.5				OK	derived_species_match	GCA_023978995
GCA_024428775.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5496339	83	212504	10	83	212504	10	37	57.5				OK	derived_species_match	GCA_024428775
GCA_024429035.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5572583	64	208745	9	64	208745	9	78	57.0				OK	derived_species_match	GCA_024429035
GCA_024374935.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5420593	74	206899	9	74	206899	9	85	57.5				OK	derived_species_match	GCA_024374935
GCA_023978895.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5505858	132	181609	11	132	181609	11	97	57.0				OK	species_match	GCA_023978895
GCA_024430255.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5635952	101	176077	12	101	176077	12	69	57.0				OK	derived_species_match	GCA_024430255
GCA_023978915.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5611903	114	174115	11	114	174115	11	100	57.0				OK	derived_species_match	GCA_023978915
GCA_024429275.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5766970	138	173926	12	138	173926	12	74	57.0				OK	derived_species_match	GCA_024429275
GCA_024431345.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5507964	97	172903	13	97	172903	13	76	57.5				OK	derived_species_match	GCA_024431345
GCA_024428735.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5215285	64	168960	12	64	168960	12	50	57.5				OK	derived_species_match	GCA_024428735
GCA_024429795.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5767734	126	165635	9	126	165635	9	63	57.0				OK	derived_species_match	GCA_024429795
GCA_024429595.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5829899	128	159790	11	128	159790	11	37	57.0				OK	derived_species_match	GCA_024429595
GCA_024377195.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5538597	150	156619	11	150	156619	11	42	57.5				OK	derived_species_match	GCA_024377195
GCA_023982375.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5327838	74	152065	14	74	152065	14	64	57.5				OK	derived_species_match	GCA_023982375
GCA_024087515.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5897465	139	148495	14	139	148495	14	643	56.5				OK	derived_species_match	GCA_024087515
GCA_023978795.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5348786	89	148138	13	89	148138	13	109	57.5				OK	derived_species_match	GCA_023978795
GCA_023979115.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5498802	82	147991	9	82	147991	9	36	57.5				OK	derived_species_match	GCA_023979115
GCA_024429235.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5540360	87	145600	13	87	145600	13	26	57.5				OK	derived_species_match	GCA_024429235
GCA_024429855.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5939373	186	144207	10	186	144207	10	222	57.0				OK	derived_species_match	GCA_024429855
GCA_024377915.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5760540	105	141821	14	105	141821	14	50	57.0				OK	derived_species_match	GCA_024377915
GCA_023979135.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5285334	96	140411	10	96	140411	10	102	57.5				OK	derived_species_match	GCA_023979135
GCA_023978735.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5224471	89	139413	15	89	139413	15	103	57.5				OK	derived_species_match	GCA_023978735
GCA_023978955.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	5103407	92	138101	13	92	138101	13	48	57.5				OK	derived_species_match	GCA_023978955
GCA_023978825.1		Contig	current	ILLUMINA	SKESA v. 2.2		from large multi-isolate project	6001753	154	135844	12	154	135844	12	89	57.0				OK	derived_species_match	GCA_023978825
